a	occurrence?id_SignBankVariant=373
#ok-1p	occurrence?id_SignBankVariant=4393
(2h)#ok	occurrence?id_SignBankVariant=4702

ns-#okla	occurrence?id_SignBankVariant=5574

old	occurrence?id_SignBankVariant=2099
(s)old	occurrence?id_SignBankVariant=342
(s)old* ((s)old+#ff)	occurrence?id_SignBankVariant=3190
(s)old* ((s)old+average)	occurrence?id_SignBankVariant=3193
(s)old* ((s)old+five_2)	occurrence?id_SignBankVariant=3196
(s)old* ((s)old+four_2)	occurrence?id_SignBankVariant=3199
(s)old* ((s)old+less-than)	occurrence?id_SignBankVariant=3202
(s)old* ((s)old+one_2)	occurrence?id_SignBankVariant=3205
(s)old* ((s)old+testament)	occurrence?id_SignBankVariant=3208
(s)old* ((s)old+three_2)	occurrence?id_SignBankVariant=3211
(s)old* ((s)old+two_2)	occurrence?id_SignBankVariant=3214
old* (old+#ff)	occurrence?id_SignBankVariant=5514
old* (old+(1h)most)	occurrence?id_SignBankVariant=5559
old* (old+age-six+half)	occurrence?id_SignBankVariant=5259
old* (old+five_2)	occurrence?id_SignBankVariant=6075
old* (old+four_2)	occurrence?id_SignBankVariant=6189
old* (old+less-than)	occurrence?id_SignBankVariant=3901
old* (old+nine)	occurrence?id_SignBankVariant=6571
old* (old+ninety-nine)	occurrence?id_SignBankVariant=6780
old* (old+one_2)	occurrence?id_SignBankVariant=6072
old* (old+testament)	occurrence?id_SignBankVariant=5947
old* (old+testament_2)	occurrence?id_SignBankVariant=3904
old* (old+three_2)	occurrence?id_SignBankVariant=6188
old* (old+two_2)	occurrence?id_SignBankVariant=6073
old_2	occurrence?id_SignBankVariant=2100
old_2* (old_2+(1h)most)	occurrence?id_SignBankVariant=6420
old_2* (old_2+less-than)	occurrence?id_SignBankVariant=6291

old+#ff	occurrence?id_SignBankVariant=5829

(s)old+#ff	occurrence?id_SignBankVariant=3189

old+(1h)most	occurrence?id_SignBankVariant=5881

old+age-six+half	occurrence?id_SignBankVariant=5308

(s)old+average	occurrence?id_SignBankVariant=3192

old+five_2	occurrence?id_SignBankVariant=6261

(s)old+five_2	occurrence?id_SignBankVariant=3195

(s)old+four_2	occurrence?id_SignBankVariant=3198

old+four_2	occurrence?id_SignBankVariant=6284

(s)old+less-than	occurrence?id_SignBankVariant=3201

old+less-than	occurrence?id_SignBankVariant=3900

old+nine	occurrence?id_SignBankVariant=6663

old+ninety-nine	occurrence?id_SignBankVariant=6783

old+one_2	occurrence?id_SignBankVariant=6262

(s)old+one_2	occurrence?id_SignBankVariant=3204

old+testament	occurrence?id_SignBankVariant=5949

(s)old+testament	occurrence?id_SignBankVariant=3207

old+testament_2	occurrence?id_SignBankVariant=3903

(s)old+three_2	occurrence?id_SignBankVariant=3210

old+three_2	occurrence?id_SignBankVariant=6290

(s)old+two_2	occurrence?id_SignBankVariant=3213

old+two_2	occurrence?id_SignBankVariant=6287

old_2+(1h)most	occurrence?id_SignBankVariant=6424

old_2+less-than	occurrence?id_SignBankVariant=6288

older	occurrence?id_SignBankVariant=5824

on	occurrence?id_SignBankVariant=2101

on-time	occurrence?id_SignBankVariant=4432

once	occurrence?id_SignBankVariant=2102

once-in-a-while	occurrence?id_SignBankVariant=2103
once-in-a-while_2	occurrence?id_SignBankVariant=2104

one	occurrence?id_SignBankVariant=2105
*one (any+one)	occurrence?id_SignBankVariant=3248
*one (cent+one)	occurrence?id_SignBankVariant=3421
*one (each+one)	occurrence?id_SignBankVariant=3511
*one (every+one)	occurrence?id_SignBankVariant=5037
*one (none/nothing+one)	occurrence?id_SignBankVariant=4892
*one (some+one)	occurrence?id_SignBankVariant=6570
*one-pl-arc (any+one-pl-arc)	occurrence?id_SignBankVariant=6080
*one_2 ((s)old+one_2)	occurrence?id_SignBankVariant=3206
*one_2 (any+one_2)	occurrence?id_SignBankVariant=6249
*one_2 (cent+one_2)	occurrence?id_SignBankVariant=7668
*one_2 (old+one_2)	occurrence?id_SignBankVariant=6252
*one_2-pl-arc (each+one_2-pl-arc)	occurrence?id_SignBankVariant=7936
one* (one+hundred)	occurrence?id_SignBankVariant=3907
one* (one+million/billion)	occurrence?id_SignBankVariant=3910
one* (one+more)	occurrence?id_SignBankVariant=3913
one* (one+thousand)	occurrence?id_SignBankVariant=3916
one_2	occurrence?id_SignBankVariant=2114
one_2* (one_2+hundred)	occurrence?id_SignBankVariant=6235
one_2* (one_2+million/billion)	occurrence?id_SignBankVariant=6248

one+hundred	occurrence?id_SignBankVariant=3906

one+million/billion	occurrence?id_SignBankVariant=3909

one+more	occurrence?id_SignBankVariant=3912

one+thousand	occurrence?id_SignBankVariant=3915

one-dollar	occurrence?id_SignBankVariant=4441

one-fourth	occurrence?id_SignBankVariant=2106
one-fourth_2	occurrence?id_SignBankVariant=2107

one-hour	occurrence?id_SignBankVariant=5301

one-month	occurrence?id_SignBankVariant=2108
*one-month ((1)next+one-month)	occurrence?id_SignBankVariant=5456

one-more	occurrence?id_SignBankVariant=2109

one-night-stand	occurrence?id_SignBankVariant=2110

*one-pl-arc (each+one-pl-arc)	occurrence?id_SignBankVariant=3514

one-third	occurrence?id_SignBankVariant=2111
one-third_2	occurrence?id_SignBankVariant=2112

one-week	occurrence?id_SignBankVariant=2113
all-week	occurrence?id_SignBankVariant=6483
one-week_2	occurrence?id_SignBankVariant=4571

one_2+hundred	occurrence?id_SignBankVariant=6234

one_2+million/billion	occurrence?id_SignBankVariant=6270

onion	occurrence?id_SignBankVariant=2115

only	occurrence?id_SignBankVariant=4418

ns-ontario	occurrence?id_SignBankVariant=5971

open	occurrence?id_SignBankVariant=2116
*open (fs-re+open)	occurrence?id_SignBankVariant=5147

open-door	occurrence?id_SignBankVariant=2117

open-window	occurrence?id_SignBankVariant=2118

opinion	occurrence?id_SignBankVariant=2119

opossum	occurrence?id_SignBankVariant=5831

opportunity	occurrence?id_SignBankVariant=2120
opportunity-pl	occurrence?id_SignBankVariant=2121

opposite	occurrence?id_SignBankVariant=2122
*opposite (nose+opposite)	occurrence?id_SignBankVariant=3870
*opposite (think+opposite)	occurrence?id_SignBankVariant=4149
opposite* (opposite+agent)	occurrence?id_SignBankVariant=3919

opposite+agent	occurrence?id_SignBankVariant=3918

oppress	occurrence?id_SignBankVariant=5795

option	occurrence?id_SignBankVariant=2123
(1h)option	occurrence?id_SignBankVariant=103
option_2	occurrence?id_SignBankVariant=2124

#or	occurrence?id_SignBankVariant=31

orange	occurrence?id_SignBankVariant=2125

orbit	occurrence?id_SignBankVariant=2126
(1h)orbit	occurrence?id_SignBankVariant=104
(o)orbit	occurrence?id_SignBankVariant=302

order	occurrence?id_SignBankVariant=2127
(2h)order	occurrence?id_SignBankVariant=7891

ns-oregon	occurrence?id_SignBankVariant=5586

organ-music	occurrence?id_SignBankVariant=2128

organization	occurrence?id_SignBankVariant=2129

organize	occurrence?id_SignBankVariant=4785

orthodox	occurrence?id_SignBankVariant=2130

#ot	occurrence?id_SignBankVariant=5997

other	occurrence?id_SignBankVariant=2131

out	occurrence?id_SignBankVariant=2132
(1h)out	occurrence?id_SignBankVariant=7898

#out	occurrence?id_SignBankVariant=4677
*#out (find/find-out+#out)	occurrence?id_SignBankVariant=5284

over-it	occurrence?id_SignBankVariant=4643

over/after	occurrence?id_SignBankVariant=2133
over/after* (over/after+school)	occurrence?id_SignBankVariant=5276
over_2	occurrence?id_SignBankVariant=5701

over/after+school	occurrence?id_SignBankVariant=5296

overalls	occurrence?id_SignBankVariant=5817

overflow	occurrence?id_SignBankVariant=2134

overhead-projector	occurrence?id_SignBankVariant=2135
overhead-projector_2	occurrence?id_SignBankVariant=2136

overlook	occurrence?id_SignBankVariant=2137

oversleep	occurrence?id_SignBankVariant=4537

overwhelmed	occurrence?id_SignBankVariant=2138

owl	occurrence?id_SignBankVariant=2139

#own	occurrence?id_SignBankVariant=4356

p	occurrence?id_SignBankVariant=2140

ns-#pa	occurrence?id_SignBankVariant=5989

pack	occurrence?id_SignBankVariant=2141

paddle/canoe	occurrence?id_SignBankVariant=2142

pager	occurrence?id_SignBankVariant=2143

paint	occurrence?id_SignBankVariant=2144
paint* (paint+agent)	occurrence?id_SignBankVariant=3922
paint_2	occurrence?id_SignBankVariant=2145

paint+agent	occurrence?id_SignBankVariant=3921

pancake	occurrence?id_SignBankVariant=2146

panoramic-view	occurrence?id_SignBankVariant=6050

pants	occurrence?id_SignBankVariant=2147

pants_2	occurrence?id_SignBankVariant=4452

paper	occurrence?id_SignBankVariant=2148
paper* (paper+clip)	occurrence?id_SignBankVariant=3925
paper* (paper+square)	occurrence?id_SignBankVariant=3928
paper:j	occurrence?id_SignBankVariant=7736

paper+clip	occurrence?id_SignBankVariant=3924

paper+square	occurrence?id_SignBankVariant=3927

paper-check/card	occurrence?id_SignBankVariant=2149
*paper-check/card (red+paper-check/card)	occurrence?id_SignBankVariant=5475

parachute	occurrence?id_SignBankVariant=2150

paragraph	occurrence?id_SignBankVariant=2151
paragraph-pl	occurrence?id_SignBankVariant=2152

parallel	occurrence?id_SignBankVariant=2153

(p)paranoid	occurrence?id_SignBankVariant=304

parentheses	occurrence?id_SignBankVariant=2154
parentheses_2	occurrence?id_SignBankVariant=2155

ns-paris	occurrence?id_SignBankVariant=2064

park	occurrence?id_SignBankVariant=2156
(1h)park	occurrence?id_SignBankVariant=6461
park* (park+drop-coins)	occurrence?id_SignBankVariant=3931
park* (park+fs-lot)	occurrence?id_SignBankVariant=5538

#park	occurrence?id_SignBankVariant=5528

park+drop-coins	occurrence?id_SignBankVariant=3930

park+fs-lot	occurrence?id_SignBankVariant=5920

parliament	occurrence?id_SignBankVariant=2157

part:indef	occurrence?id_SignBankVariant=4322
(1h)part:indef	occurrence?id_SignBankVariant=4323
*(1h)part:indef ((25)why+(1h)part:indef)	occurrence?id_SignBankVariant=7692
*part:indef (#do+part:indef)	occurrence?id_SignBankVariant=7809
*part:indef (grab-chancepart:indef)	occurrence?id_SignBankVariant=7930
*part:indef (when+part:indef)	occurrence?id_SignBankVariant=7689
*part:indef (wherepart:indef)	occurrence?id_SignBankVariant=7882
*part:indef (who+part:indef)	occurrence?id_SignBankVariant=7691

(p)participate	occurrence?id_SignBankVariant=305

party	occurrence?id_SignBankVariant=2158
(1h)(p)party	occurrence?id_SignBankVariant=4576
(p)party	occurrence?id_SignBankVariant=306
party-hard	occurrence?id_SignBankVariant=4558

pass	occurrence?id_SignBankVariant=2159

pass-down	occurrence?id_SignBankVariant=2160

pass-out	occurrence?id_SignBankVariant=2161
(2h)pass-out_2	occurrence?id_SignBankVariant=4584
*(2h)pass-out (think+(2h)pass-out)	occurrence?id_SignBankVariant=4113
*(2h)pass-out_2 (think+(2h)pass-out_2)	occurrence?id_SignBankVariant=6318
*pass-out (think+pass-out)	occurrence?id_SignBankVariant=6209
pass-out_2	occurrence?id_SignBankVariant=4581
pass-out_3	occurrence?id_SignBankVariant=4688

past	occurrence?id_SignBankVariant=2162
past* (past+all-night)	occurrence?id_SignBankVariant=5077
past* (past+night)	occurrence?id_SignBankVariant=3937
past* (past+year)	occurrence?id_SignBankVariant=3940
past_2	occurrence?id_SignBankVariant=2163
past_2* (past_2+night)	occurrence?id_SignBankVariant=5237

past+all-night	occurrence?id_SignBankVariant=5234

past+night	occurrence?id_SignBankVariant=3936

past+year	occurrence?id_SignBankVariant=3939

past_2+night	occurrence?id_SignBankVariant=5235

pat-on-back	occurrence?id_SignBankVariant=2164

patient	occurrence?id_SignBankVariant=2165

patronize/frequent	occurrence?id_SignBankVariant=2166

(p)pay* ((p)pay+finish)	occurrence?id_SignBankVariant=3184
(p)pay	occurrence?id_SignBankVariant=307
*(p)pay (house+(p)pay)	occurrence?id_SignBankVariant=3753
pay	occurrence?id_SignBankVariant=2167
pay* (pay+finish)	occurrence?id_SignBankVariant=3943

pay+finish	occurrence?id_SignBankVariant=3942

(p)pay+finish	occurrence?id_SignBankVariant=3183

pay-attention	occurrence?id_SignBankVariant=2168

pay-from-pocket	occurrence?id_SignBankVariant=5815

pay-in-full	occurrence?id_SignBankVariant=2169

pay-off	occurrence?id_SignBankVariant=5691

pay/buy	occurrence?id_SignBankVariant=4404
(1h)pay/buy	occurrence?id_SignBankVariant=4405

(flat-o)pay/spend	occurrence?id_SignBankVariant=248
(1h)(flat-o)pay/spend	occurrence?id_SignBankVariant=4367

#pe	occurrence?id_SignBankVariant=32
(2h)#pe	occurrence?id_SignBankVariant=128

pea-brain	occurrence?id_SignBankVariant=2172

peace	occurrence?id_SignBankVariant=5664

peach	occurrence?id_SignBankVariant=2173

peak-mountain	occurrence?id_SignBankVariant=2174

pear	occurrence?id_SignBankVariant=2175

peas	occurrence?id_SignBankVariant=2176

*peck (bird+peck)	occurrence?id_SignBankVariant=3311

peek-around	occurrence?id_SignBankVariant=2177

pencil	occurrence?id_SignBankVariant=2178

penguin	occurrence?id_SignBankVariant=2179

(p)penis	occurrence?id_SignBankVariant=308

people	occurrence?id_SignBankVariant=2180
(1h)people	occurrence?id_SignBankVariant=6557
people* (people+audience)	occurrence?id_SignBankVariant=3946

people+audience	occurrence?id_SignBankVariant=3945

ns-pepsi	occurrence?id_SignBankVariant=2065

perceive	occurrence?id_SignBankVariant=2181

percent	occurrence?id_SignBankVariant=2182

perfect	occurrence?id_SignBankVariant=2183
(p)perfect	occurrence?id_SignBankVariant=309
perfect_2	occurrence?id_SignBankVariant=241

perfume	occurrence?id_SignBankVariant=2184
perfume_2	occurrence?id_SignBankVariant=2185
perfume_3	occurrence?id_SignBankVariant=2186

period	occurrence?id_SignBankVariant=2187

period-on-page	occurrence?id_SignBankVariant=2188

permit	occurrence?id_SignBankVariant=2189

person	occurrence?id_SignBankVariant=2190
(1h)person	occurrence?id_SignBankVariant=6558
(b-l)person	occurrence?id_SignBankVariant=5626
*person (hearing+person)	occurrence?id_SignBankVariant=6617

personality	occurrence?id_SignBankVariant=2191

perspective	occurrence?id_SignBankVariant=2192
perspective_2	occurrence?id_SignBankVariant=2193

pet-peeve	occurrence?id_SignBankVariant=6637

pet/spoiled	occurrence?id_SignBankVariant=2194

ns-philadelphia	occurrence?id_SignBankVariant=2066

ns-philippines	occurrence?id_SignBankVariant=5507

philosophy	occurrence?id_SignBankVariant=5636
philosophy* (philosophy+agent)	occurrence?id_SignBankVariant=5730

philosophy+agent	occurrence?id_SignBankVariant=5796

phone	occurrence?id_SignBankVariant=2195
*phone (fs-i+phone)	occurrence?id_SignBankVariant=3623
phone* (phone+(2h)hang-up-phone)	occurrence?id_SignBankVariant=6677
phone* (phone+hang-up-phone)	occurrence?id_SignBankVariant=6689
phone* (phone+push-buttons)	occurrence?id_SignBankVariant=3949

phone+(2h)hang-up-phone	occurrence?id_SignBankVariant=6679

phone+hang-up-phone	occurrence?id_SignBankVariant=6693

phone+push-buttons	occurrence?id_SignBankVariant=3948

physical	occurrence?id_SignBankVariant=2196

physics	occurrence?id_SignBankVariant=2197
physics* (physics+agent)	occurrence?id_SignBankVariant=5496

physics+agent	occurrence?id_SignBankVariant=5812

piano	occurrence?id_SignBankVariant=2198

pick/choose	occurrence?id_SignBankVariant=2199
(2h)pick/choose	occurrence?id_SignBankVariant=5328
pick/choose-1p	occurrence?id_SignBankVariant=5383

pickle	occurrence?id_SignBankVariant=2200
pickle_2	occurrence?id_SignBankVariant=5639

picnic	occurrence?id_SignBankVariant=2201

picture	occurrence?id_SignBankVariant=2202

pie	occurrence?id_SignBankVariant=2203

pig	occurrence?id_SignBankVariant=2204

pilgrim	occurrence?id_SignBankVariant=2205

pillow	occurrence?id_SignBankVariant=2206

pimples	occurrence?id_SignBankVariant=2207

pin	occurrence?id_SignBankVariant=2208
pin_2	occurrence?id_SignBankVariant=2209

pineapple	occurrence?id_SignBankVariant=2210

pineapple_2	occurrence?id_SignBankVariant=5918

ping-pong/tennis	occurrence?id_SignBankVariant=2211
ping-pong_2	occurrence?id_SignBankVariant=2212

pink	occurrence?id_SignBankVariant=2213

ns-pinocchio	occurrence?id_SignBankVariant=2067

pipe	occurrence?id_SignBankVariant=2214

pirate	occurrence?id_SignBankVariant=2215

piss-off	occurrence?id_SignBankVariant=2216
piss-off_2	occurrence?id_SignBankVariant=2217

#pitch	occurrence?id_SignBankVariant=6613

pitch-a-ball	occurrence?id_SignBankVariant=2218

pitcher	occurrence?id_SignBankVariant=2219

pitcher_2	occurrence?id_SignBankVariant=2220

ns-pittsburgh/maine	occurrence?id_SignBankVariant=2068

pity	occurrence?id_SignBankVariant=2221

pizza	occurrence?id_SignBankVariant=2222
pizza_2	occurrence?id_SignBankVariant=2223

#pizza	occurrence?id_SignBankVariant=33

pizza_4	occurrence?id_SignBankVariant=2225
pizza_3	occurrence?id_SignBankVariant=2224

#pj	occurrence?id_SignBankVariant=5504

place	occurrence?id_SignBankVariant=2226
(a)place	occurrence?id_SignBankVariant=200
(r)place	occurrence?id_SignBankVariant=6581
*place ((2h)alt.fire+place)	occurrence?id_SignBankVariant=3149
*place (fire+place)	occurrence?id_SignBankVariant=6702
*place (fire/burn+place)	occurrence?id_SignBankVariant=3614
place:j	occurrence?id_SignBankVariant=6810

plaid	occurrence?id_SignBankVariant=4545

plan	occurrence?id_SignBankVariant=2227
plan* (plan+agent)	occurrence?id_SignBankVariant=5557
plan/prepare	occurrence?id_SignBankVariant=2228

plan+agent	occurrence?id_SignBankVariant=5787

plane-ascend	occurrence?id_SignBankVariant=6265

plant-seeds	occurrence?id_SignBankVariant=2229
(2h)plant-seeds	occurrence?id_SignBankVariant=5993
(2h)plant-seeds* ((2h)plant-seeds+square-horizontal)	occurrence?id_SignBankVariant=5963

(2h)plant-seeds+square-horizontal	occurrence?id_SignBankVariant=6023

plastic	occurrence?id_SignBankVariant=2230
(rd)plastic	occurrence?id_SignBankVariant=330

play	occurrence?id_SignBankVariant=2231
(1h)play	occurrence?id_SignBankVariant=4312
play* (play+agent)	occurrence?id_SignBankVariant=3952
play* (play+ground)	occurrence?id_SignBankVariant=3955
play-continuative	occurrence?id_SignBankVariant=4309

play+agent	occurrence?id_SignBankVariant=3951

play+ground	occurrence?id_SignBankVariant=3954

play-around	occurrence?id_SignBankVariant=2232

plenty	occurrence?id_SignBankVariant=2234

plug	occurrence?id_SignBankVariant=2235

plus	occurrence?id_SignBankVariant=2236

pneumonia	occurrence?id_SignBankVariant=2237

#po	occurrence?id_SignBankVariant=34

pocket	occurrence?id_SignBankVariant=2238

poem	occurrence?id_SignBankVariant=2239

poetry	occurrence?id_SignBankVariant=2240

point	occurrence?id_SignBankVariant=5835
(1h)point	occurrence?id_SignBankVariant=6573

point-to	occurrence?id_SignBankVariant=2241
(2h)point-to	occurrence?id_SignBankVariant=6636

poke	occurrence?id_SignBankVariant=2242

policy	occurrence?id_SignBankVariant=2243

polish	occurrence?id_SignBankVariant=5864

polite	occurrence?id_SignBankVariant=2244

politics	occurrence?id_SignBankVariant=2245
politics* (politics+agent)	occurrence?id_SignBankVariant=5466

politics+agent	occurrence?id_SignBankVariant=5801

ponder	occurrence?id_SignBankVariant=2246
(1h)ponder	occurrence?id_SignBankVariant=105
ponder_2	occurrence?id_SignBankVariant=2247

ponytail	occurrence?id_SignBankVariant=5912

poor	occurrence?id_SignBankVariant=2248
