a	A	occurrence?id_SignBankVariant=373
intercourse	intercourse, sex	occurrence?id_SignBankVariant=1595
intercourse* (intercourse+fs-up)	intercourse, sex	occurrence?id_SignBankVariant=4989

intercourse+fs-up	intercourse+fs-up	occurrence?id_SignBankVariant=5217

(l-x)interesting	interested in, interesting, like	occurrence?id_SignBankVariant=272

interesting	interested in, interesting	occurrence?id_SignBankVariant=1596
(1h)(l-x)interesting* ((1h)(l-x)interesting+zero_2)	interested in, interesting	occurrence?id_SignBankVariant=3117

(1h)(l-x)interesting+zero_2	no interest, uninterested	occurrence?id_SignBankVariant=3116

international	international	occurrence?id_SignBankVariant=1597

internet	internet, network, website	occurrence?id_SignBankVariant=1598
internet-arc	internet, network, website	occurrence?id_SignBankVariant=6382

interpret	interpret	occurrence?id_SignBankVariant=1599
interpret* (interpret+(1h)agent)	interpret	occurrence?id_SignBankVariant=6684
interpret* (interpret+agent)	interpret	occurrence?id_SignBankVariant=3758
interpret+* (interpret+agent)	interpret	occurrence?id_SignBankVariant=7932

interpret+(1h)agent	interpret+(1h)agent	occurrence?id_SignBankVariant=6686

interpret+agent	interpreter	occurrence?id_SignBankVariant=3757

interrupt	disturb, heckle, interrupt	occurrence?id_SignBankVariant=1600
(i)interrupt	disturb, heckle, interrupt	occurrence?id_SignBankVariant=6217
interrupt-1p	disturb, heckle, interrupt	occurrence?id_SignBankVariant=1601

interview	interview	occurrence?id_SignBankVariant=1602
(1h)interview	interview	occurrence?id_SignBankVariant=7880

introduce	introduce, present, welcome	occurrence?id_SignBankVariant=1603

invest	endow, invest, supply	occurrence?id_SignBankVariant=1604
invest_2	endow, invest, supply	occurrence?id_SignBankVariant=5635

invite/hire	hire, invite	occurrence?id_SignBankVariant=1605
(2h)alt.invite/hire	hire, invite	occurrence?id_SignBankVariant=4674
(2h)invite/hire	hire, invite	occurrence?id_SignBankVariant=4521

ns-iran	Iran	occurrence?id_SignBankVariant=1996

ns-ireland	Ireland	occurrence?id_SignBankVariant=1997

ns-ireland_2	Ireland	occurrence?id_SignBankVariant=5675

iron-clothes	to iron clothes	occurrence?id_SignBankVariant=1606
iron-clothes_2	to iron clothes	occurrence?id_SignBankVariant=1607

(i)iron-metal	iron (the metal)	occurrence?id_SignBankVariant=262

ns-island-haiti	island of Haiti	occurrence?id_SignBankVariant=1998

island/interest	interest (money), island	occurrence?id_SignBankVariant=1608
(nd-b)island/interest	interest (money), island	occurrence?id_SignBankVariant=287
island/interest_2	interest (money), island	occurrence?id_SignBankVariant=1609

isolated	inferior, isolated	occurrence?id_SignBankVariant=1610
isolated_2	inferior, isolated	occurrence?id_SignBankVariant=1611

ns-israel	Israel	occurrence?id_SignBankVariant=1999

#it	#it	occurrence?id_SignBankVariant=5444

ns-italy	Italy	occurrence?id_SignBankVariant=2000

itch	itch	occurrence?id_SignBankVariant=5841

ix-1p	I, me	occurrence?id_SignBankVariant=1612
(2h)ix-1p	I, me	occurrence?id_SignBankVariant=4316
*ix-1p (for+ix-1p)	I, me	occurrence?id_SignBankVariant=5668
*ix-1p (say+ix-1p)	I, me	occurrence?id_SignBankVariant=5669
ix-1p-2p	I, me	occurrence?id_SignBankVariant=7654
ix-1p-2p-pl-3:x	I, me	occurrence?id_SignBankVariant=5922
ix-1p-2p-pl-5	I, me	occurrence?id_SignBankVariant=5953
ix-1p-pl	I, me	occurrence?id_SignBankVariant=4351
ix-1p-pl-2:i	I, me	occurrence?id_SignBankVariant=1613
ix-1p-pl-arc	I, me	occurrence?id_SignBankVariant=1614
ix-1p-pl-circle	I, me	occurrence?id_SignBankVariant=4349

ix-2p	You	occurrence?id_SignBankVariant=1615
(2h)ix-2p	You	occurrence?id_SignBankVariant=4607
ix-2p-pl-2:x	You	occurrence?id_SignBankVariant=5921
ix-2p-pl-arc	You	occurrence?id_SignBankVariant=1616

ix-3p:j	he, it, she	occurrence?id_SignBankVariant=4305
(2h)ix-3p:j	he, it, she	occurrence?id_SignBankVariant=4327
ix-3p-pl-2	he, it, she	occurrence?id_SignBankVariant=4666
ix-3p-pl-2:i/j	he, it, she	occurrence?id_SignBankVariant=4343
ix-3p-pl-arc	he, it, she	occurrence?id_SignBankVariant=4308
ix-3p-pl-circle	he, it, she	occurrence?id_SignBankVariant=4594
ix-3p-pl-line	he, it, she	occurrence?id_SignBankVariant=7797
ix-3p:i/j	he, it, she	occurrence?id_SignBankVariant=7655
thumb-ix-3p:i	he, it, she	occurrence?id_SignBankVariant=4459

*(2h)ix-honorific:upward (celebrate+(2h)ix-honorific:upward)	I (formal)	occurrence?id_SignBankVariant=3412
(2h)ix-honorific:j	I (formal)	occurrence?id_SignBankVariant=6860
ix-honorific:i	I (formal)	occurrence?id_SignBankVariant=1617

ix-loc:j	there	occurrence?id_SignBankVariant=4307
ix-loc-line	there	occurrence?id_SignBankVariant=6589
ix-loc-pl-arc	there	occurrence?id_SignBankVariant=4321

ix-pl-2:i/j	the two of them	occurrence?id_SignBankVariant=4381
ix-pl-3:i/j/k	ix-pl-3:i/j/k	occurrence?id_SignBankVariant=1618
ix-pl-arc	ix-pl-arc	occurrence?id_SignBankVariant=1619

ix:i	he, it, she, there	occurrence?id_SignBankVariant=1620

j	J	occurrence?id_SignBankVariant=1621

jack-o-lantern	jack-o-lantern	occurrence?id_SignBankVariant=1622
jack-o-lantern_2	jack-o-lantern	occurrence?id_SignBankVariant=1623

ns-jamaica	Jamaica	occurrence?id_SignBankVariant=4344

#jan	#jan	occurrence?id_SignBankVariant=5602

jaw	jaw, jawbone	occurrence?id_SignBankVariant=1624

jaw-drop	jaw drop	occurrence?id_SignBankVariant=5737

jealous	envious, jealous	occurrence?id_SignBankVariant=1625
(x)jealous	envious, jealous	occurrence?id_SignBankVariant=5647

jelly	jelly	occurrence?id_SignBankVariant=1626

fs-jelly+fish	jelly fish	occurrence?id_SignBankVariant=3627

jellyfish	jellyfish	occurrence?id_SignBankVariant=1627

ns-jesus	Jesus	occurrence?id_SignBankVariant=2001
ns-jesus* (ns-jesus+agent)	Jesus	occurrence?id_SignBankVariant=3889
ns-jesus* (ns-jesus+book)	Jesus	occurrence?id_SignBankVariant=3892

ns-jesus+agent	Christian, Jesus	occurrence?id_SignBankVariant=3888

ns-jesus+book	Bible	occurrence?id_SignBankVariant=3891

jewelry	jewelry, necklace	occurrence?id_SignBankVariant=1628
*jewelry (necklace+jewelry)	jewelry, necklace	occurrence?id_SignBankVariant=6211

jewish	Israel, Israeli, Jewish	occurrence?id_SignBankVariant=1629

#job	#job	occurrence?id_SignBankVariant=23
#job_2	#job_2	occurrence?id_SignBankVariant=24

join	join	occurrence?id_SignBankVariant=1630
(1h)join	join	occurrence?id_SignBankVariant=4484

judge	judge, justice	occurrence?id_SignBankVariant=1631

juggle	juggle	occurrence?id_SignBankVariant=1632

juice	juice	occurrence?id_SignBankVariant=4444
*juice (apple+juice)	juice	occurrence?id_SignBankVariant=5434

#july	#july	occurrence?id_SignBankVariant=7513

jump	jump	occurrence?id_SignBankVariant=1633

jump-forward	jump, jump to conclusions, leap	occurrence?id_SignBankVariant=1634

jumprope	jumprope	occurrence?id_SignBankVariant=1635

junior	junior	occurrence?id_SignBankVariant=1636

junior_2	junior	occurrence?id_SignBankVariant=1637

junior_3	junior	occurrence?id_SignBankVariant=1638
(rd)junior_3	junior	occurrence?id_SignBankVariant=328

k	K	occurrence?id_SignBankVariant=1639

ns-#kan	ns-#kan	occurrence?id_SignBankVariant=5511

kangaroo	kangaroo	occurrence?id_SignBankVariant=1640

karate	karate	occurrence?id_SignBankVariant=1641

kayak	kayak	occurrence?id_SignBankVariant=6038

ns-#kc	ns-#kc	occurrence?id_SignBankVariant=1943

keep	keep, preserve, take care	occurrence?id_SignBankVariant=1642

keep-in-mind	keep in mind	occurrence?id_SignBankVariant=1643

(s)ketchup	ketchup	occurrence?id_SignBankVariant=340

ketchup	ketchup	occurrence?id_SignBankVariant=1644

key	key	occurrence?id_SignBankVariant=1645
(1h)key	key	occurrence?id_SignBankVariant=4395

kick	kick	occurrence?id_SignBankVariant=1646
(k)kick	kick	occurrence?id_SignBankVariant=263

kick-off	kick off, kick out, remove from	occurrence?id_SignBankVariant=1647

kick-out	kick off, kick out, remove from	occurrence?id_SignBankVariant=4458

kid	child, kid, young	occurrence?id_SignBankVariant=1648

kidney	kidney	occurrence?id_SignBankVariant=1649

kill	kill, murder	occurrence?id_SignBankVariant=1650
(k)kill	kill, murder	occurrence?id_SignBankVariant=264

kind	kind, type	occurrence?id_SignBankVariant=1651

*kind/generous ((5)heart+kind/generous)	*kind/generous ((5)heart+kind/generous)	occurrence?id_SignBankVariant=5761

kindergarten	kindergarten, kitchen	occurrence?id_SignBankVariant=1652
(2h)kindergarten	kindergarten, kitchen	occurrence?id_SignBankVariant=158

king	king	occurrence?id_SignBankVariant=1653
king* (king+(1h)area)	king	occurrence?id_SignBankVariant=6165
king* (king+area)	king	occurrence?id_SignBankVariant=3761
king* (king+area_2)	king	occurrence?id_SignBankVariant=3764
king* (king+ground+area)	king	occurrence?id_SignBankVariant=7681

king+(1h)area	king+(1h)area	occurrence?id_SignBankVariant=6167

king+area	kingdom	occurrence?id_SignBankVariant=3760

king+area_2	kingdom	occurrence?id_SignBankVariant=3763

king+ground+area	king+ground+area	occurrence?id_SignBankVariant=7699

kiss	kiss	occurrence?id_SignBankVariant=1654
(1h)kiss:j	kiss	occurrence?id_SignBankVariant=7927
kiss_2	kiss	occurrence?id_SignBankVariant=4652

kiss-fist	to love something	occurrence?id_SignBankVariant=4416

(k)kitchen	cooking, kitchen	occurrence?id_SignBankVariant=265

kite	kite	occurrence?id_SignBankVariant=1655
(rd)kite	kite	occurrence?id_SignBankVariant=329

kneel	kneel	occurrence?id_SignBankVariant=1656
kneeling	kneeling	occurrence?id_SignBankVariant=1657

knife	knife	occurrence?id_SignBankVariant=1658
(u)knife	knife	occurrence?id_SignBankVariant=346
knife_2	knife	occurrence?id_SignBankVariant=1659

knit	knit	occurrence?id_SignBankVariant=5689

knock	knock	occurrence?id_SignBankVariant=1660
knock_2	knock	occurrence?id_SignBankVariant=1661

know	aware, conscious, familiar, know, knowledge	occurrence?id_SignBankVariant=1662
(2h)know* ((2h)know+neg)	aware, conscious, familiar, know, knowledge	occurrence?id_SignBankVariant=4905
know* (know+(1h)neg)	aware, conscious, familiar, know, knowledge	occurrence?id_SignBankVariant=3767
know* (know+neg)	aware, conscious, familiar, know, knowledge	occurrence?id_SignBankVariant=6124
know* (know+that)	aware, conscious, familiar, know, knowledge	occurrence?id_SignBankVariant=3773

know+(1h)neg	don't know, not know	occurrence?id_SignBankVariant=3766

know+neg	know+neg	occurrence?id_SignBankVariant=6328

(2h)know+neg	(2h)know+neg	occurrence?id_SignBankVariant=5205

know+that	know that	occurrence?id_SignBankVariant=3772

know-nothing	know nothing, to be completely unaware	occurrence?id_SignBankVariant=1663
(o)know-nothing	know nothing, to be completely unaware	occurrence?id_SignBankVariant=301

know-that	know that	occurrence?id_SignBankVariant=1664

kowtow	kowtow	occurrence?id_SignBankVariant=4541

ns-#ky	ns-#ky	occurrence?id_SignBankVariant=5968

l	L	occurrence?id_SignBankVariant=1665

ns-#la	ns-#la	occurrence?id_SignBankVariant=1944

#lab	#lab	occurrence?id_SignBankVariant=25

label	label, tag	occurrence?id_SignBankVariant=1666

lacrosse	lacrosse	occurrence?id_SignBankVariant=1667
lacrosse_2	lacrosse	occurrence?id_SignBankVariant=1668

ladder	ladder	occurrence?id_SignBankVariant=1669

laid-up	laid up, out of commission	occurrence?id_SignBankVariant=1670
laid-up* (laid-up+lie-down_2)	laid up, out of commission	occurrence?id_SignBankVariant=6112

laid-up+lie-down_2	laid-up+lie-down_2	occurrence?id_SignBankVariant=6314

language	language	occurrence?id_SignBankVariant=1671
*language (ns-america+sign+language)	language	occurrence?id_SignBankVariant=3884
*language (sign+language)	language	occurrence?id_SignBankVariant=4050
language-pl	language	occurrence?id_SignBankVariant=1672

lantern	lantern	occurrence?id_SignBankVariant=1673
(y)lantern	lantern	occurrence?id_SignBankVariant=367

lap	lap	occurrence?id_SignBankVariant=1674

laptop	computer, laptop	occurrence?id_SignBankVariant=1675

lasagna	lasagna	occurrence?id_SignBankVariant=5709

last	ending, final, last	occurrence?id_SignBankVariant=1676

last-week	a week ago, last week	occurrence?id_SignBankVariant=1677

last-year	a year ago, last year	occurrence?id_SignBankVariant=5450
(1h)last-year	a year ago, last year	occurrence?id_SignBankVariant=96
(1h)last-year_2	a year ago, last year	occurrence?id_SignBankVariant=4653
last-year_2	a year ago, last year	occurrence?id_SignBankVariant=1678

latch	lock, secure	occurrence?id_SignBankVariant=1679

late	late, not yet, not yet done, tardy, unfinished, yet	occurrence?id_SignBankVariant=1680

later	later, not now	occurrence?id_SignBankVariant=1681

later_2	later, nt now	occurrence?id_SignBankVariant=1682

laugh	chuckle, laugh	occurrence?id_SignBankVariant=1683
(1h)laugh	chuckle, laugh	occurrence?id_SignBankVariant=97

laugh-hard	laugh hard	occurrence?id_SignBankVariant=4638

law	law, legal	occurrence?id_SignBankVariant=1684
*law (boy_2+correct+law)	law, legal	occurrence?id_SignBankVariant=3360
*law (boy_2+correct_2+law)	law, legal	occurrence?id_SignBankVariant=7685
*law (brother+in+law)	law, legal	occurrence?id_SignBankVariant=3373
*law (brother+law)	law, legal	occurrence?id_SignBankVariant=6160
*law (father+in+law)	law, legal	occurrence?id_SignBankVariant=3596
*law (father+law)	law, legal	occurrence?id_SignBankVariant=3599
*law (fatherwg+law)	law, legal	occurrence?id_SignBankVariant=3602
*law (girl+correct+law)	law, legal	occurrence?id_SignBankVariant=3660
*law (mother+law)	law, legal	occurrence?id_SignBankVariant=3840
*law (motherwg+law)	law, legal	occurrence?id_SignBankVariant=3843
law* (law+agent)	law, legal	occurrence?id_SignBankVariant=3776
law-pl	law, legal	occurrence?id_SignBankVariant=1685

law+agent	lawyer	occurrence?id_SignBankVariant=3775

lax/not-fussy	lax, not fussy	occurrence?id_SignBankVariant=5648

lay-away	lay away	occurrence?id_SignBankVariant=5663

lazy	lazy	occurrence?id_SignBankVariant=1686

lcl:b-l"receive from heaven"+book	holy book	occurrence?id_SignBankVariant=7716

lead	lead, led	occurrence?id_SignBankVariant=1688
(8)lead	lead, led	occurrence?id_SignBankVariant=190
lead* (lead+agent)	lead, led	occurrence?id_SignBankVariant=3779

lead+agent	leader	occurrence?id_SignBankVariant=3778

leaf	feather, leaf	occurrence?id_SignBankVariant=1689

leak	leak, running water	occurrence?id_SignBankVariant=1690

learn	learn	occurrence?id_SignBankVariant=1691
learn* (learn+agent)	learn	occurrence?id_SignBankVariant=3782

learn+agent	student	occurrence?id_SignBankVariant=3781

leather	leather	occurrence?id_SignBankVariant=5986

(l)leather	leather	occurrence?id_SignBankVariant=267

leave	depart, go away, go out, leave	occurrence?id_SignBankVariant=1693
(1h)leave	depart, go away, go out, leave	occurrence?id_SignBankVariant=4317

leave-there	leave there, left	occurrence?id_SignBankVariant=1694
(1h)leave-there	leave there, left	occurrence?id_SignBankVariant=4500

lecture	address, lecture, presentation, sermon, speech, talk	occurrence?id_SignBankVariant=1695
lecture* (lecture+agent)	address, lecture, presentation, sermon, speech, talk	occurrence?id_SignBankVariant=5959

lecture+agent	lecture+agent	occurrence?id_SignBankVariant=6042

left	left (direction)	occurrence?id_SignBankVariant=1696

left-arm	left arm	occurrence?id_SignBankVariant=1697
right-arm	left arm	occurrence?id_SignBankVariant=2394

left-side	left side	occurrence?id_SignBankVariant=5915

leg	leg	occurrence?id_SignBankVariant=1698

legislature	congress, legislature	occurrence?id_SignBankVariant=1700

lemon	lemon	occurrence?id_SignBankVariant=1701

lend	borrow, lend	occurrence?id_SignBankVariant=1702

lesbian	lesbian	occurrence?id_SignBankVariant=1703
lesbian* (lesbian+gay)	lesbian	occurrence?id_SignBankVariant=6093
lesbian_2	lesbian	occurrence?id_SignBankVariant=1704

lesbian+gay	lesbian+gay	occurrence?id_SignBankVariant=6224

less	less, reduce	occurrence?id_SignBankVariant=1705

less-than	less than	occurrence?id_SignBankVariant=1706
*less-than ((s)old+less-than)	less than	occurrence?id_SignBankVariant=3203
*less-than (old+less-than)	less than	occurrence?id_SignBankVariant=3902
*less-than (old_2+less-than)	less than	occurrence?id_SignBankVariant=6192

letter/mail	letter, mail	occurrence?id_SignBankVariant=1707
letter/mail* (letter/mail+send)	letter, mail	occurrence?id_SignBankVariant=6122
letter/mail_2	letter, mail	occurrence?id_SignBankVariant=1708

letter/mail+send	letter/mail+send	occurrence?id_SignBankVariant=6301

ns-#li	ns-#li	occurrence?id_SignBankVariant=6400

library	library	occurrence?id_SignBankVariant=1709
library* (library+agent)	library	occurrence?id_SignBankVariant=3785

library+agent	librarian	occurrence?id_SignBankVariant=3784

license	license	occurrence?id_SignBankVariant=1710

lick	lick	occurrence?id_SignBankVariant=1711

lid	lid, top	occurrence?id_SignBankVariant=1712
screw-cap	lid, top	occurrence?id_SignBankVariant=2463

lie	liar, lie, telling an untruth	occurrence?id_SignBankVariant=1713
(2h)alt.lie	liar, lie, telling an untruth	occurrence?id_SignBankVariant=4383
lie_2	liar, lie, telling an untruth	occurrence?id_SignBankVariant=1715

lie-down	lie down, lying	occurrence?id_SignBankVariant=1714
*lie-down_2 (laid-up+lie-down_2)	lie down, lying	occurrence?id_SignBankVariant=6320
lie-down_2	lie down, lying	occurrence?id_SignBankVariant=6307

lift	carry, lift	occurrence?id_SignBankVariant=1716

light	light, snack	occurrence?id_SignBankVariant=1717
light* (light+dim)	light, snack	occurrence?id_SignBankVariant=6089
